source_file,week_index,metric,value
POV-Weekly-Metrics-08-17-2025.pdf,6,gate_moves,10083.0
POV-Weekly-Metrics-08-17-2025.pdf,7,gate_moves,9287.0
POV-Weekly-Metrics-08-17-2025.pdf,0,reservation_moves,7167.0
POV-Weekly-Metrics-08-17-2025.pdf,1,reservation_moves,5562.0
POV-Weekly-Metrics-08-17-2025.pdf,2,reservation_moves,6112.0
POV-Weekly-Metrics-08-17-2025.pdf,3,reservation_moves,7952.0
POV-Weekly-Metrics-08-17-2025.pdf,4,reservation_moves,9003.0
POV-Weekly-Metrics-08-17-2025.pdf,5,reservation_moves,7327.0
POV-Weekly-Metrics-08-17-2025.pdf,6,reservation_moves,7746.0
POV-Weekly-Metrics-08-17-2025.pdf,7,reservation_moves,7043.0
POV-Weekly-Metrics-08-17-2025.pdf,0,reservations_missed,233.0
POV-Weekly-Metrics-08-17-2025.pdf,1,reservations_missed,177.0
POV-Weekly-Metrics-08-17-2025.pdf,2,reservations_missed,248.0
POV-Weekly-Metrics-08-17-2025.pdf,3,reservations_missed,310.0
POV-Weekly-Metrics-08-17-2025.pdf,4,reservations_missed,411.0
POV-Weekly-Metrics-08-17-2025.pdf,5,reservations_missed,419.0
POV-Weekly-Metrics-08-17-2025.pdf,6,reservations_missed,252.0
POV-Weekly-Metrics-08-17-2025.pdf,7,reservations_missed,249.0
POV-Weekly-Metrics-08-17-2025.pdf,0,reservation_share_pct,74.8
POV-Weekly-Metrics-08-17-2025.pdf,1,reservation_share_pct,73.6
POV-Weekly-Metrics-08-17-2025.pdf,2,reservation_share_pct,73.9
POV-Weekly-Metrics-08-17-2025.pdf,3,reservation_share_pct,73.8
POV-Weekly-Metrics-08-17-2025.pdf,4,reservation_share_pct,74.3
POV-Weekly-Metrics-08-17-2025.pdf,5,reservation_share_pct,72.4
POV-Weekly-Metrics-08-17-2025.pdf,6,reservation_share_pct,76.8
POV-Weekly-Metrics-08-17-2025.pdf,7,reservation_share_pct,75.8
POV-Weekly-Metrics-08-17-2025.pdf,0,turn_time,30.6
POV-Weekly-Metrics-08-17-2025.pdf,1,turn_time,29.6
POV-Weekly-Metrics-08-17-2025.pdf,2,turn_time,29.4
POV-Weekly-Metrics-08-17-2025.pdf,3,turn_time,33.5
POV-Weekly-Metrics-08-17-2025.pdf,4,turn_time,35.3
POV-Weekly-Metrics-08-17-2025.pdf,5,turn_time,34.5
POV-Weekly-Metrics-08-17-2025.pdf,6,turn_time,30.5
POV-Weekly-Metrics-08-17-2025.pdf,7,turn_time,30.0
POV-Weekly-Metrics-08-17-2025.pdf,0,expanded_turn_time,35.0
POV-Weekly-Metrics-08-17-2025.pdf,1,expanded_turn_time,33.7
POV-Weekly-Metrics-08-17-2025.pdf,2,expanded_turn_time,33.7
POV-Weekly-Metrics-08-17-2025.pdf,3,expanded_turn_time,38.9
POV-Weekly-Metrics-08-17-2025.pdf,4,expanded_turn_time,42.4
POV-Weekly-Metrics-08-17-2025.pdf,5,expanded_turn_time,46.0
POV-Weekly-Metrics-08-17-2025.pdf,6,expanded_turn_time,35.1
POV-Weekly-Metrics-08-17-2025.pdf,7,expanded_turn_time,34.8
POV-Weekly-Metrics-08-17-2025.pdf,0,single_move_turn_time,28.5
POV-Weekly-Metrics-08-17-2025.pdf,1,single_move_turn_time,28.0
POV-Weekly-Metrics-08-17-2025.pdf,2,single_move_turn_time,27.3
POV-Weekly-Metrics-08-17-2025.pdf,3,single_move_turn_time,30.9
POV-Weekly-Metrics-08-17-2025.pdf,4,single_move_turn_time,31.7
POV-Weekly-Metrics-08-17-2025.pdf,5,single_move_turn_time,31.7
POV-Weekly-Metrics-08-17-2025.pdf,6,single_move_turn_time,28.0
POV-Weekly-Metrics-08-17-2025.pdf,7,single_move_turn_time,27.7
POV-Weekly-Metrics-08-17-2025.pdf,0,dual_move_turn_time,41.1
POV-Weekly-Metrics-08-17-2025.pdf,1,dual_move_turn_time,40.3
POV-Weekly-Metrics-08-17-2025.pdf,2,dual_move_turn_time,39.7
POV-Weekly-Metrics-08-17-2025.pdf,3,dual_move_turn_time,44.5
POV-Weekly-Metrics-08-17-2025.pdf,4,dual_move_turn_time,46.3
POV-Weekly-Metrics-08-17-2025.pdf,5,dual_move_turn_time,43.2
POV-Weekly-Metrics-08-17-2025.pdf,6,dual_move_turn_time,38.6
POV-Weekly-Metrics-08-17-2025.pdf,7,dual_move_turn_time,38.4
POV-Weekly-Metrics-08-27-2023.pdf,0,gate_moves,8684.0
POV-Weekly-Metrics-08-27-2023.pdf,1,gate_moves,12243.0
POV-Weekly-Metrics-08-27-2023.pdf,2,gate_moves,12635.0
POV-Weekly-Metrics-08-27-2023.pdf,3,gate_moves,13170.0
POV-Weekly-Metrics-08-27-2023.pdf,4,gate_moves,12249.0
POV-Weekly-Metrics-08-27-2023.pdf,5,gate_moves,12706.0
POV-Weekly-Metrics-08-27-2023.pdf,6,gate_moves,11799.0
POV-Weekly-Metrics-08-27-2023.pdf,7,gate_moves,12541.0
POV-Weekly-Metrics-08-27-2023.pdf,0,reservation_moves,6821.0
POV-Weekly-Metrics-08-27-2023.pdf,1,reservation_moves,9355.0
POV-Weekly-Metrics-08-27-2023.pdf,2,reservation_moves,9626.0
POV-Weekly-Metrics-08-27-2023.pdf,3,reservation_moves,10159.0
POV-Weekly-Metrics-08-27-2023.pdf,4,reservation_moves,9321.0
POV-Weekly-Metrics-08-27-2023.pdf,5,reservation_moves,9701.0
POV-Weekly-Metrics-08-27-2023.pdf,6,reservation_moves,9014.0
POV-Weekly-Metrics-08-27-2023.pdf,7,reservation_moves,9582.0
POV-Weekly-Metrics-08-27-2023.pdf,0,reservations_missed,253.0
POV-Weekly-Metrics-08-27-2023.pdf,1,reservations_missed,291.0
POV-Weekly-Metrics-08-27-2023.pdf,2,reservations_missed,373.0
POV-Weekly-Metrics-08-27-2023.pdf,3,reservations_missed,382.0
POV-Weekly-Metrics-08-27-2023.pdf,4,reservations_missed,301.0
POV-Weekly-Metrics-08-27-2023.pdf,5,reservations_missed,272.0
POV-Weekly-Metrics-08-27-2023.pdf,6,reservations_missed,284.0
POV-Weekly-Metrics-08-27-2023.pdf,7,reservations_missed,318.0
POV-Weekly-Metrics-08-27-2023.pdf,0,reservation_share_pct,78.5
POV-Weekly-Metrics-08-27-2023.pdf,1,reservation_share_pct,76.4
POV-Weekly-Metrics-08-27-2023.pdf,2,reservation_share_pct,76.2
POV-Weekly-Metrics-08-27-2023.pdf,3,reservation_share_pct,77.1
POV-Weekly-Metrics-08-27-2023.pdf,4,reservation_share_pct,76.1
POV-Weekly-Metrics-08-27-2023.pdf,5,reservation_share_pct,76.3
POV-Weekly-Metrics-08-27-2023.pdf,6,reservation_share_pct,76.4
POV-Weekly-Metrics-08-27-2023.pdf,7,reservation_share_pct,76.4
POV-Weekly-Metrics-08-27-2023.pdf,0,turn_time,32.6
POV-Weekly-Metrics-08-27-2023.pdf,1,turn_time,30.6
POV-Weekly-Metrics-08-27-2023.pdf,2,turn_time,33.8
POV-Weekly-Metrics-08-27-2023.pdf,3,turn_time,38.2
POV-Weekly-Metrics-08-27-2023.pdf,4,turn_time,34.3
POV-Weekly-Metrics-08-27-2023.pdf,5,turn_time,34.6
POV-Weekly-Metrics-08-27-2023.pdf,6,turn_time,32.7
POV-Weekly-Metrics-08-27-2023.pdf,7,turn_time,33.5
POV-Weekly-Metrics-08-27-2023.pdf,0,expanded_turn_time,37.6
POV-Weekly-Metrics-08-27-2023.pdf,1,expanded_turn_time,35.5
POV-Weekly-Metrics-08-27-2023.pdf,2,expanded_turn_time,38.5
POV-Weekly-Metrics-08-27-2023.pdf,3,expanded_turn_time,43.6
POV-Weekly-Metrics-08-27-2023.pdf,4,expanded_turn_time,38.2
POV-Weekly-Metrics-08-27-2023.pdf,5,expanded_turn_time,38.8
POV-Weekly-Metrics-08-27-2023.pdf,6,expanded_turn_time,37.3
