seed_block,seed,policy,path,weighted_cost,mean_queue,terminal_yard_backlog,late_horizon_drift
0,41000,feedback_fast,13,0.23118301402720523,6.657608695652174,0.0,0.0025895294684438732
0,41000,feedback_fast,14,0.22825955388227745,6.380434782608695,4.0,-0.0019249215491386681
0,41000,feedback_fast,15,0.21682612996923423,5.733695652173913,3.0,-0.0033599321177609277
0,41000,feedback_fast,16,0.22093391982430635,5.963768115942029,3.0,0.002969956466824943
0,41000,feedback_fast,17,0.21921516982430625,6.032608695652174,0.0,-0.002572765072765073
0,41000,feedback_fast,18,0.20722015170836486,5.192934782608695,0.0,0.001934632962816679
0,41000,feedback_fast,19,0.22678536909966895,6.338768115942029,0.0,-0.005524872069757247
0,41000,feedback_fast,20,0.2239026698243066,6.136775362318841,0.0,-0.003514229662455132
0,41000,feedback_fast,21,0.21285420967937882,5.51268115942029,2.0,0.0027627073034171153
0,41000,feedback_fast,22,0.24356073141850956,7.392210144927536,0.0,-0.0021814330791366282
0,41000,feedback_fast,23,0.23507567707068353,6.788043478260869,0.0,0.00014637650337024033
0,41000,feedback_fast,24,0.21682839446198768,5.734601449275362,6.0,-0.004300094618466226
0,41000,feedback_fast,25,0.22482658286778506,6.221014492753623,0.0,-0.0011365066688657503
0,41000,feedback_fast,26,0.21788817707068306,5.778079710144928,0.0,0.0009459676474290254
0,41000,feedback_fast,27,0.21466806837503116,5.6268115942028984,0.0,0.0007682325010091189
0,41000,feedback_fast,28,0.2401504053315529,7.101449275362318,1.0,-0.0013836865611395882
0,41000,feedback_fast,29,0.23087730750546573,6.526268115942029,0.0,0.0013331221055646943
0,41000,feedback_fast,30,0.21188274228807444,5.490942028985507,0.0,0.0008190682251225049
0,41000,feedback_fast,31,0.2236399886648858,6.108695652173913,0.0,-0.0015552367848818789
0,41000,feedback_fast,32,0.2173492277953208,5.7980072463768115,1.0,0.003307685797247384
0,41000,feedback_fast,33,0.23197332199821963,6.697463768115942,4.0,-0.0026897903202704873
0,41000,feedback_fast,34,0.21728129301271226,5.675724637681159,0.0,0.00041178564143073536
0,41000,feedback_fast,35,0.20845203576633534,5.241847826086956,0.0,-0.000574872286772078
0,41000,feedback_fast,36,0.21360828576633556,5.528985507246377,0.0,-0.0016194731747967656
0,41000,feedback_fast,37,0.23070067707068323,6.605072463768116,3.0,-0.0009177557194258656
0,41000,feedback_fast,38,0.20774777851995901,5.209239130434782,4.0,-0.0012619412410644142
0,41000,feedback_fast,39,0.23685103938952362,6.963768115942029,0.0,-0.005179547220257033
0,41000,feedback_tracker,0,0.25559353184402567,9.548913043478262,2.0,0.005534746244558353
0,41000,feedback_tracker,1,0.2344424624861686,7.77536231884058,13.0,0.00469679772915681
0,41000,feedback_tracker,2,0.21960239808517606,5.929347826086956,0.0,-0.00011594017335144684
0,41000,feedback_tracker,3,0.22572558649097277,7.554347826086956,3.0,0.004062192110208812
0,41000,feedback_tracker,4,0.21454713518473598,5.822463768115942,0.0,0.0005955972031128607
0,41000,feedback_tracker,5,0.2111156007385823,5.809782608695652,0.0,0.001455843992378439
0,41000,feedback_tracker,6,0.224861899677489,8.390398550724637,4.0,0.0016180625783966077
0,41000,feedback_tracker,7,0.2412305683750306,8.778985507246377,9.0,-0.0024263885693948323
0,41000,feedback_tracker,8,0.22903174591126235,8.491847826086957,0.0,-0.0022491959600519098
0,41000,feedback_tracker,9,0.2518533038822778,7.932971014492754,11.0,0.00039610631990590235
0,41000,feedback_tracker,10,0.24320973504169724,9.46195652173913,0.0,-0.0022985668340574396
0,41000,feedback_tracker,11,0.24512653327665798,9.053442028985508,18.0,0.0017067131367757673
0,41000,feedback_tracker,12,0.23051045967937875,6.619565217391305,0.0,0.0027265743340899916
0,41000,feedback_tracker,13,0.22469977127358187,6.079710144927536,1.0,-0.001271923923280917
0,41000,feedback_tracker,14,0.25628306075081675,8.355978260869565,0.0,-0.0010843146020599048
0,41000,feedback_tracker,15,0.21760511547647954,6.158514492753623,4.0,0.0007810363760259376
0,41000,feedback_tracker,16,0.23770523810487673,8.519021739130435,8.0,0.005265647854374368
0,41000,feedback_tracker,17,0.2544906479682259,10.222826086956522,8.0,0.005484941340891236
0,41000,feedback_tracker,18,0.23269569518662456,8.734601449275363,0.0,-0.002394270374437389
