fidelity_level,pto_cost,feedback_cost,pto_p95,feedback_p95,pto_minus_feedback_cost,ci_low,ci_high
high_fidelity,0.2878661840197774,0.45454933834541605,10.951290386849521,49.839499088762594,-0.1666831543256386,-0.1907319251264189,-0.1451447291416288
mild_misspecification,0.379865909279043,0.45454933834541605,36.32074439718709,49.839499088762594,-0.074683429066373,-0.0965192380813335,-0.0538898530964487
medium_misspecification,43.857693629562476,0.45454933834541605,5966.956025288473,49.839499088762594,43.403144291217046,42.93683260016611,43.84836078490541
severe_misspecification,85.37224627005935,0.45454933834541605,11600.76416833244,49.839499088762594,84.91769693171392,84.42984806902972,85.38515277638083
