policy,mean_composite_cost,mean_total_wait,p95_total_wait,throughput_rate,acceptance_rate
fixed,2.168162345904452,175.56911058846788,278.059191680309,0.9124508572931056,0.9285583990833038
online_joint,0.3943204169221471,15.834818461743215,39.93577796891909,0.8828453229783694,0.8977275392826661
pto,0.29577555018582535,4.17160222724341,11.92426886363554,0.8168938358567592,0.8290197730361654
