scenario,fidelity_level,fidelity_label,quota,yard_capacity,model_mean_composite_cost,model_samples,selected
public_peak_workload,severe_misspecification,严重失真,15,9,0.3293485521048822,4,False
public_peak_workload,severe_misspecification,严重失真,15,10,0.3493480992063315,4,False
public_peak_workload,severe_misspecification,严重失真,16,6,0.2510550392138067,4,False
public_peak_workload,severe_misspecification,严重失真,16,7,0.2696419957355458,4,False
public_peak_workload,severe_misspecification,严重失真,16,8,0.28956545588047333,4,False
public_peak_workload,severe_misspecification,严重失真,16,9,0.30955458631525595,4,False
public_peak_workload,severe_misspecification,严重失真,16,10,0.3295532276196038,4,False
public_peak_workload,severe_misspecification,严重失真,17,6,0.2327659420836008,4,False
public_peak_workload,severe_misspecification,严重失真,17,7,0.2512317482430211,4,False
public_peak_workload,severe_misspecification,严重失真,17,8,0.27112576998215154,4,False
public_peak_workload,severe_misspecification,严重失真,17,9,0.2911064085691081,4,False
public_peak_workload,severe_misspecification,严重失真,17,10,0.3111036911778037,4,False
public_peak_workload,severe_misspecification,严重失真,18,6,0.2160111853199763,4,False
public_peak_workload,severe_misspecification,严重失真,18,7,0.23435618079099077,4,False
public_peak_workload,severe_misspecification,严重失真,18,8,0.2542132912982371,4,False
public_peak_workload,severe_misspecification,严重失真,18,9,0.27418611738519366,4,False
public_peak_workload,severe_misspecification,严重失真,18,10,0.2941812487257734,4,False
public_peak_workload,severe_misspecification,严重失真,19,6,0.2011031727189927,4,False
public_peak_workload,severe_misspecification,严重失真,19,7,0.21927402869725354,4,False
public_peak_workload,severe_misspecification,严重失真,19,8,0.23907848974797818,4,False
public_peak_workload,severe_misspecification,严重失真,19,9,0.2590396536972535,4,False
public_peak_workload,severe_misspecification,严重失真,19,10,0.27903331311754337,4,False
public_peak_workload,severe_misspecification,严重失真,20,6,0.18788898877933632,4,False
public_peak_workload,severe_misspecification,严重失真,20,7,0.20585264367064063,4,False
public_peak_workload,severe_misspecification,严重失真,20,8,0.22560264367064065,4,False
public_peak_workload,severe_misspecification,严重失真,20,9,0.24555157935904642,4,False
public_peak_workload,severe_misspecification,严重失真,20,10,0.2655425213880319,4,False
public_peak_workload,severe_misspecification,严重失真,21,6,0.17644982748460744,4,False
public_peak_workload,severe_misspecification,严重失真,21,7,0.1941813718686654,4,False
public_peak_workload,severe_misspecification,严重失真,21,8,0.21385743618025965,4,False
public_peak_workload,severe_misspecification,严重失真,21,9,0.2337895013976509,4,False
public_peak_workload,severe_misspecification,严重失真,21,10,0.25377693346286834,4,False
public_peak_workload,severe_misspecification,严重失真,22,6,0.16688629162121058,4,False
public_peak_workload,severe_misspecification,严重失真,22,7,0.18437225176613808,4,False
public_peak_workload,severe_misspecification,严重失真,22,8,0.20396520919367433,4,False
public_peak_workload,severe_misspecification,严重失真,22,9,0.223874063360341,4,False
public_peak_workload,severe_misspecification,严重失真,22,10,0.24385662676613812,4,False
public_peak_workload,severe_misspecification,严重失真,23,6,0.15907556578745796,4,False
public_peak_workload,severe_misspecification,严重失真,23,7,0.17629114549760289,4,False
public_peak_workload,severe_misspecification,严重失真,23,8,0.19581367720050144,4,False
public_peak_workload,severe_misspecification,严重失真,23,9,0.21570543444687823,4,False
public_peak_workload,severe_misspecification,严重失真,23,10,0.23568448788890722,4,False
public_peak_workload,severe_misspecification,严重失真,24,6,0.15281288658256484,4,False
public_peak_workload,severe_misspecification,严重失真,24,7,0.1697160795173474,4,False
public_peak_workload,severe_misspecification,严重失真,24,8,0.18914871085792714,4,False
public_peak_workload,severe_misspecification,严重失真,24,9,0.20901940832169524,4,False
public_peak_workload,severe_misspecification,严重失真,24,10,0.2289948385753184,4,False
public_peak_workload,severe_misspecification,严重失真,25,6,0.14785485713612578,4,False
public_peak_workload,severe_misspecification,严重失真,25,7,0.1644983127520678,4,False
public_peak_workload,severe_misspecification,严重失真,25,8,0.18385089427380696,4,False
public_peak_workload,severe_misspecification,严重失真,25,9,0.2037008716288794,4,False
public_peak_workload,severe_misspecification,严重失真,25,10,0.22366996130279243,4,False
public_peak_workload,severe_misspecification,严重失真,26,6,0.1440642869288172,4,False
public_peak_workload,severe_misspecification,严重失真,26,7,0.16044472171142588,4,False
public_peak_workload,severe_misspecification,严重失真,26,8,0.17972755685635342,4,False
public_peak_workload,severe_misspecification,严重失真,26,9,0.199560437291136,4,False
public_peak_workload,severe_misspecification,严重失真,26,10,0.21952590377664327,4,False
public_peak_workload,severe_misspecification,严重失真,27,6,0.14135737230957995,4,False
