scenario,fidelity_level,fidelity_label,quota,yard_capacity,model_mean_composite_cost,model_samples,selected
public_peak_workload,severe_misspecification,严重失真,27,7,0.15744025274436257,4,False
public_peak_workload,severe_misspecification,严重失真,27,8,0.17665152991827557,4,False
public_peak_workload,severe_misspecification,严重失真,27,9,0.19646957792552194,4,False
public_peak_workload,severe_misspecification,严重失真,27,10,0.21643062865015966,4,False
public_peak_workload,severe_misspecification,严重失真,28,6,0.13932988938653165,4,False
public_peak_workload,severe_misspecification,严重失真,28,7,0.15512540569087946,4,False
public_peak_workload,severe_misspecification,严重失真,28,8,0.17427588123435772,4,False
public_peak_workload,severe_misspecification,严重失真,28,9,0.19408113485754613,4,False
public_peak_workload,severe_misspecification,严重失真,28,10,0.21403799627058961,4,False
public_peak_workload,severe_misspecification,严重失真,29,6,0.13794874122021214,4,False
public_peak_workload,severe_misspecification,严重失真,29,7,0.1534405890462991,4,False
public_peak_workload,severe_misspecification,严重失真,29,8,0.17252437527818315,4,False
public_peak_workload,severe_misspecification,严重失真,29,9,0.19231989158253096,4,False
public_peak_workload,severe_misspecification,严重失真,29,10,0.21227448850282082,4,False
public_peak_workload,severe_misspecification,严重失真,30,6,0.13708013365859026,4,True
public_peak_workload,severe_misspecification,严重失真,30,7,0.1523023936223584,4,False
public_peak_workload,severe_misspecification,严重失真,30,8,0.17133964452815545,4,False
public_peak_workload,severe_misspecification,严重失真,30,9,0.1911248573904743,4,False
public_peak_workload,severe_misspecification,严重失真,30,10,0.21107583112235836,4,False
